DATAFLOW,LAST UPDATE,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2013,10.2,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2014,10.4,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2015,10.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2016,10.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2017,10.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2018,10.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2019,10.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2020,9.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2021,10.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2022,9.4,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2023,9.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Switzerland,2024,8.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2013,10.8,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2014,10.8,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2015,10.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2016,10.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2017,10.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2018,10.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2019,10.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2020,10.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2021,11.2,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2022,10.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2023,10.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Cyprus,2024,10.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2013,10.2,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2014,10.4,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2015,10.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2016,10.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2017,10.8,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2018,10.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2019,10.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2020,10.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2021,10.6,b,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2022,9.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2023,8.4,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Czechia,2024,7.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2013,8.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2014,8.8,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2015,9.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2016,9.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2017,9.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2018,9.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2019,9.4,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2020,9.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2021,9.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2022,8.9,b,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2023,8.3,b,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Germany,2024,8.1,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2013,10.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2014,10.1,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2015,10.2,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2016,10.8,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2017,10.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2018,10.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2019,10.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2020,10.4,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2021,10.8,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2022,9.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2023,9.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Denmark,2024,9.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2013,9.7,e,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2014,9.8,be,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2015,9.7,be,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2016,9.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2017,9.5,bep,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2018,9.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2019,9.1,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2020,8.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2021,9.0,b,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2022,8.6,bp,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2023,8.1,bp,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area - 19 countries  (2015-2022),2024,7.9,ep,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2013,9.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2014,9.8,b,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2015,9.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2016,9.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2017,9.5,b,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2018,9.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2019,9.1,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2020,8.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2021,9.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2022,8.6,b,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2023,8.1,bp,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 20 countries (2023-2025),2024,7.9,p,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2013,9.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2014,9.8,b,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2015,9.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2016,9.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2017,9.5,b,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2018,9.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2019,9.1,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2020,8.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2021,9.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2022,8.6,b,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2023,8.1,bp,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Euro area – 21 countries (from 2026),2024,7.9,p,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2013,10.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2014,10.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2015,10.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2016,10.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2017,10.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2018,10.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2019,10.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2020,9.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2021,10.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2022,8.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2023,8.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Estonia,2024,7.1,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2013,8.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2014,8.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2015,8.5,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2016,8.7,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2017,8.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2018,8.1,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2019,7.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2020,8.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2021,8.1,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2022,7.3,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2023,6.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Greece,2024,6.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2013,9.1,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2014,9.2,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2015,9.0,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2016,8.8,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2017,8.4,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2018,7.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2019,7.6,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2020,7.2,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2021,7.1,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2022,6.9,,
ESTAT:TPS00204(1.0),17/04/26 23:00:00,Annual,Crude birth rate - per thousand persons,Spain,2023,6.6,,
